Pm2.5,Pm10,No2,So2,Co,Aqi,Date,City
13.45,173.48,18.69,14.17,0.57,109,2024-10-02,Houston
92.65,112.44,26.4,33.28,6.62,77,2024-10-03,Houston
170.84,73.59,50.15,42.71,7.23,374,2024-10-04,Houston
128.36,69.9,72.23,38.01,9.18,107,2024-10-05,Houston
164.4,256.61,9.69,15.66,1.4,225,2024-10-06,Houston
14.24,263.99,17.83,8.05,8.92,139,2024-10-07,Houston
83.58,95.98,55.17,33.25,1.82,450,2024-10-08,Houston
121.08,163.36,92.68,41.6,8.38,91,2024-10-09,Houston
46.32,286.04,85.56,9.09,2.09,495,2024-10-10,Houston
188.61,186.25,67.39,4.1,8.05,1,2024-10-11,Houston
72.74,35.83,38.96,5.63,7.94,0,2024-10-12,Houston
74.5,35.17,20.28,43.65,1.87,212,2024-10-13,Houston
12.69,62.48,95.13,23.9,1.67,286,2024-10-14,Houston
151.29,137.11,81.97,16.11,5.74,101,2024-10-15,Houston
186.09,100.46,12.51,33.11,1.42,472,2024-10-16,Houston
112.27,264.35,39.82,45.36,6.42,336,2024-10-17,Houston
191.23,200.81,25.15,48.17,7.76,114,2024-10-18,Houston
44.08,24.2,32.88,40.32,3.59,195,2024-10-19,Houston
124.02,149.65,46.17,33.21,6.71,483,2024-10-20,Houston
49.33,213.64,68.2,29.67,0.92,16,2024-10-21,Houston
69.99,244.29,74.95,20.67,6.78,306,2024-10-22,Houston
34.5,110.5,76.01,22.69,1.61,417,2024-10-23,Houston
169.91,147.11,70.21,26.53,2.09,368,2024-10-24,Houston
43.05,113.12,36.52,29.87,4.15,50,2024-10-25,Houston
196.49,151.19,23.91,46.79,4.45,283,2024-10-26,Houston
192.77,240.52,24.61,42.82,0.69,113,2024-10-27,Houston
88.5,34.39,83.84,24.3,6.16,181,2024-10-28,Houston
49.24,213.57,93.13,9.76,5.1,77,2024-10-29,Houston
104.41,91.8,34.82,39.42,7.39,179,2024-10-30,Houston
52.52,123.7,54.31,14.17,6.69,259,2024-10-31,Houston
107.81,186.72,33.89,6.71,8.81,499,2024-11-01,Houston
151.23,287.93,68.93,10.59,0.18,402,2024-11-02,Houston
149.44,89.58,72.64,8.39,8.85,173,2024-11-03,Houston
174.31,289.19,39.32,2.78,0.52,35,2024-11-04,Houston
43.61,232.29,30.82,47.68,5.54,304,2024-11-05,Houston
185.09,229.61,95.0,34.95,8.71,409,2024-11-06,Houston
55.29,56.34,67.64,16.72,1.92,320,2024-11-07,Houston
84.38,157.24,89.91,27.45,8.37,367,2024-11-08,Houston
145.51,42.26,14.13,21.65,4.78,126,2024-11-09,Houston
122.5,80.57,82.53,5.91,3.5,149,2024-11-10,Houston
91.27,96.99,99.99,2.66,5.51,286,2024-11-11,Houston
78.04,219.43,17.82,41.02,7.03,197,2024-11-12,Houston
57.66,82.33,93.38,46.64,0.44,200,2024-11-13,Houston
120.8,40.69,98.75,27.44,7.76,406,2024-11-14,Houston
27.3,241.77,36.84,47.64,1.33,148,2024-11-15,Houston
76.35,277.94,57.52,14.5,6.96,104,2024-11-16,Houston
99.43,247.01,68.3,45.32,5.09,427,2024-11-17,Houston
185.21,278.67,49.77,30.12,0.35,261,2024-11-18,Houston
103.74,20.38,76.4,18.29,4.54,286,2024-11-19,Houston
197.25,76.08,63.63,38.61,1.09,316,2024-11-20,Houston
80.92,212.88,24.99,33.48,3.45,2,2024-11-21,Houston
22.9,32.85,7.82,48.12,2.07,104,2024-11-22,Houston
52.61,199.35,37.42,18.24,8.54,117,2024-11-23,Houston
171.62,104.17,26.36,39.39,8.35,375,2024-11-24,Houston
146.82,103.59,95.88,2.77,6.03,9,2024-11-25,Houston
124.89,94.06,29.31,16.91,6.45,386,2024-11-26,Houston
172.86,213.46,32.19,47.88,2.61,199,2024-11-27,Houston
107.75,85.7,17.8,29.0,7.25,63,2024-11-28,Houston
62.75,167.57,96.85,33.44,4.23,131,2024-11-29,Houston
39.38,103.25,27.18,21.15,1.39,185,2024-11-30,Houston
184.84,292.29,89.82,3.51,3.4,41,2024-12-01,Houston
181.11,58.79,35.76,2.77,5.29,236,2024-12-02,Houston
35.23,172.42,33.22,31.89,3.02,397,2024-12-03,Houston
176.1,141.97,26.73,43.47,1.66,281,2024-12-04,Houston
69.04,148.99,20.89,26.44,7.01,247,2024-12-05,Houston
168.52,84.9,22.18,35.65,9.86,370,2024-12-06,Houston
72.53,286.28,5.45,46.02,6.27,334,2024-12-07,Houston
54.71,191.05,12.41,44.99,7.28,452,2024-12-08,Houston
96.31,63.37,39.51,30.23,3.82,174,2024-12-09,Houston
117.05,37.88,88.08,3.85,2.08,469,2024-12-10,Houston
32.73,82.88,91.77,3.78,8.0,455,2024-12-11,Houston
65.67,223.31,92.66,49.37,1.53,469,2024-12-12,Houston
167.33,112.61,29.19,2.56,7.97,150,2024-12-13,Houston
182.4,170.24,19.74,12.94,5.63,274,2024-12-14,Houston
179.26,69.83,24.22,8.57,9.06,186,2024-12-15,Houston
104.49,114.0,35.75,45.11,9.26,279,2024-12-16,Houston
46.94,142.23,49.73,5.9,1.47,279,2024-12-17,Houston
77.94,134.03,10.56,11.27,0.18,379,2024-12-18,Houston
120.38,244.54,89.92,27.55,0.78,204,2024-12-19,Houston
150.78,98.2,69.63,30.63,4.01,182,2024-12-20,Houston
104.12,108.49,36.93,32.11,9.05,166,2024-12-21,Houston
169.95,205.34,61.81,30.51,6.43,0,2024-12-22,Houston
140.55,172.3,90.1,33.96,2.41,220,2024-12-23,Houston
172.04,94.42,97.09,40.86,1.82,131,2024-12-24,Houston
194.26,289.48,20.69,28.72,7.45,198,2024-12-25,Houston
187.01,266.21,18.3,17.07,5.11,99,2024-12-26,Houston
198.46,98.37,72.53,45.52,4.99,287,2024-12-27,Houston
67.25,123.82,21.73,25.87,6.28,244,2024-12-28,Houston
88.32,164.28,61.92,7.85,5.61,335,2024-12-29,Houston
60.87,232.74,90.08,48.21,5.94,456,2024-12-30,Houston
86.53,145.97,99.91,47.85,1.63,241,2024-12-31,Houston
103.74,89.57,86.21,32.04,7.76,311,2012-01-01,Phoenix
15.4,97.78,31.44,46.42,9.91,464,2012-01-02,Phoenix
108.28,266.97,36.32,29.01,0.66,351,2012-01-03,Phoenix
90.93,295.33,79.11,3.56,6.9,210,2012-01-04,Phoenix
179.09,162.1,47.48,38.75,0.48,96,2012-01-05,Phoenix
77.4,47.26,33.91,40.09,4.55,297,2012-01-06,Phoenix
129.17,153.18,36.33,7.64,9.1,96,2012-01-07,Phoenix
104.96,226.97,22.07,12.88,7.87,289,2012-01-08,Phoenix
170.6,167.67,29.97,46.18,8.16,126,2012-01-09,Phoenix
63.42,40.51,49.55,30.03,0.22,44,2012-01-10,Phoenix
98.28,259.46,49.19,30.86,5.33,154,2012-01-11,Phoenix
76.3,97.95,57.28,47.59,7.66,388,2012-01-12,Phoenix
87.31,258.79,10.23,46.9,1.04,467,2012-01-13,Phoenix
151.86,130.58,77.16,32.49,0.55,91,2012-01-14,Phoenix
20.17,138.19,94.53,14.51,2.89,168,2012-01-15,Phoenix
110.61,39.77,47.16,46.32,3.85,222,2012-01-16,Phoenix
114.8,209.22,65.38,6.83,5.77,332,2012-01-17,Phoenix
108.32,179.07,94.95,5.96,9.23,309,2012-01-18,Phoenix
107.03,121.91,30.57,12.56,7.19,308,2012-01-19,Phoenix
63.57,297.88,11.42,40.69,2.88,11,2012-01-20,Phoenix
145.72,141.9,84.8,17.68,0.37,296,2012-01-21,Phoenix
99.87,250.88,20.62,24.76,9.15,21,2012-01-22,Phoenix
107.19,62.5,85.58,2.05,8.0,67,2012-01-23,Phoenix
190.54,293.07,34.0,46.55,4.98,249,2012-01-24,Phoenix
99.61,44.97,52.15,49.91,2.06,405,2012-01-25,Phoenix
132.13,144.51,70.75,29.55,9.53,275,2012-01-26,Phoenix
69.81,114.32,64.97,2.43,0.95,291,2012-01-27,Phoenix
96.42,51.02,92.94,23.97,3.65,138,2012-01-28,Phoenix
176.95,92.9,59.72,2.87,3.52,333,2012-01-29,Phoenix
132.41,156.45,63.7,4.75,6.34,234,2012-01-30,Phoenix
184.2,118.64,32.05,19.94,0.68,489,2012-01-31,Phoenix
193.78,158.75,73.26,12.57,3.23,358,2012-02-01,Phoenix
176.22,161.04,84.05,16.44,4.02,112,2012-02-02,Phoenix
90.73,256.05,36.6,37.4,2.58,138,2012-02-03,Phoenix
184.56,82.78,90.12,23.63,1.33,460,2012-02-04,Phoenix
109.87,245.94,61.43,39.13,3.16,197,2012-02-05,Phoenix
177.1,56.57,6.78,37.32,3.72,465,2012-02-06,Phoenix
158.04,112.47,48.84,11.46,1.6,420,2012-02-07,Phoenix
113.03,76.53,38.13,15.34,2.42,259,2012-02-08,Phoenix
119.61,131.96,81.86,29.09,6.35,220,2012-02-09,Phoenix
60.95,204.35,69.79,8.58,7.29,477,2012-02-10,Phoenix
194.91,111.44,75.49,9.85,8.25,487,2012-02-11,Phoenix
98.74,75.06,8.16,29.21,7.76,313,2012-02-12,Phoenix
126.62,130.27,26.16,14.97,5.81,419,2012-02-13,Phoenix
146.0,101.66,93.59,29.98,3.59,60,2012-02-14,Phoenix
108.51,33.03,68.81,16.41,5.18,121,2012-02-15,Phoenix
156.66,298.04,38.19,31.51,1.77,423,2012-02-16,Phoenix
159.05,46.9,75.56,34.09,6.98,260,2012-02-17,Phoenix
122.78,179.52,87.16,35.82,0.49,370,2012-02-18,Phoenix
89.7,143.39,50.98,18.43,8.04,203,2012-02-19,Phoenix
121.88,243.08,42.49,40.5,8.07,85,2012-02-20,Phoenix
186.88,206.06,78.26,34.34,3.79,479,2012-02-21,Phoenix
65.5,203.1,71.14,28.97,2.67,493,2012-02-22,Phoenix
187.91,72.72,84.92,14.46,7.58,99,2012-02-23,Phoenix
129.55,171.31,43.56,48.96,4.7,272,2012-02-24,Phoenix
12.07,278.67,35.42,23.23,7.36,69,2012-02-25,Phoenix
145.6,45.3,34.53,14.6,7.47,33,2012-02-26,Phoenix
23.85,120.22,29.11,14.06,5.84,251,2012-02-27,Phoenix
63.48,188.9,89.27,23.8,8.63,470,2012-02-28,Phoenix
170.22,83.72,17.32,27.77,2.39,151,2012-02-29,Phoenix
99.78,105.36,16.04,40.21,3.95,189,2012-03-01,Phoenix
167.74,28.99,43.22,45.47,8.66,382,2012-03-02,Phoenix
107.1,132.62,60.03,39.29,2.42,376,2012-03-03,Phoenix
110.48,99.23,52.0,41.05,0.25,153,2012-03-04,Phoenix
124.58,150.38,48.06,13.04,3.33,120,2012-03-05,Phoenix
170.7,146.02,13.73,20.37,3.41,65,2012-03-06,Phoenix
149.97,172.73,55.69,38.63,5.83,208,2012-03-07,Phoenix
58.2,165.01,56.86,40.59,1.31,262,2012-03-08,Phoenix
187.86,225.69,87.21,8.1,7.0,193,2012-03-09,Phoenix
106.47,31.31,40.35,35.91,9.24,21,2012-03-10,Phoenix
81.5,196.29,43.5,19.91,8.55,317,2012-03-11,Phoenix
63.29,252.59,5.34,29.5,4.81,74,2012-03-12,Phoenix
143.46,92.55,53.27,29.25,3.82,76,2012-03-13,Phoenix
74.75,81.56,46.15,41.04,7.62,141,2012-03-14,Phoenix
154.95,40.68,62.94,27.92,8.3,7,2012-03-15,Phoenix
26.72,236.75,36.33,12.8,4.24,169,2012-03-16,Phoenix
150.25,136.02,48.01,18.25,7.39,353,2012-03-17,Phoenix
107.7,28.1,38.39,43.89,4.75,403,2012-03-18,Phoenix
169.43,229.14,76.96,31.99,4.09,183,2012-03-19,Phoenix
58.81,283.44,54.26,8.91,9.98,185,2012-03-20,Phoenix
39.87,205.89,11.57,13.05,3.41,347,2012-03-21,Phoenix
167.35,115.39,18.38,48.3,7.22,388,2012-03-22,Phoenix
49.53,158.74,42.42,39.13,8.3,492,2012-03-23,Phoenix
52.91,37.84,30.06,35.64,2.23,28,2012-03-24,Phoenix
107.46,274.39,5.19,13.98,6.3,125,2012-03-25,Phoenix
163.3,221.28,74.18,8.66,1.78,203,2012-03-26,Phoenix
137.24,242.93,56.75,2.25,7.8,29,2012-03-27,Phoenix
182.74,273.51,81.7,10.64,4.29,109,2012-03-28,Phoenix
132.44,99.28,49.72,13.81,8.32,331,2012-03-29,Phoenix
128.17,236.75,22.63,7.55,2.35,298,2012-03-30,Phoenix
92.27,24.83,63.58,31.3,5.28,475,2012-03-31,Phoenix
141.99,143.5,35.74,21.7,3.87,19,2012-04-01,Phoenix
33.56,193.07,34.43,10.75,5.95,461,2012-04-02,Phoenix
173.61,291.92,83.89,45.11,6.35,78,2012-04-03,Phoenix
154.61,222.39,47.93,43.34,1.09,297,2012-04-04,Phoenix
89.73,276.21,82.44,21.79,4.63,128,2012-04-05,Phoenix
96.75,124.1,66.77,45.83,2.53,159,2012-04-06,Phoenix
51.92,211.38,67.13,47.06,2.03,294,2012-04-07,Phoenix
193.42,274.06,32.67,13.72,7.62,308,2012-04-08,Phoenix
30.06,51.33,83.8,38.34,2.3,18,2012-04-09,Phoenix
138.75,111.47,7.48,10.38,5.96,251,2012-04-10,Phoenix
101.93,121.8,65.6,7.3,2.22,242,2012-04-11,Phoenix
158.01,237.28,43.32,40.47,1.41,413,2012-04-12,Phoenix
184.66,42.53,30.62,49.4,2.22,183,2012-04-13,Phoenix
43.41,202.68,63.36,47.16,4.9,115,2012-04-14,Phoenix
89.26,290.63,50.42,40.23,7.73,375,2012-04-15,Phoenix
107.55,144.89,31.2,43.14,4.26,204,2012-04-16,Phoenix
155.8,271.41,53.88,15.24,3.7,238,2012-04-17,Phoenix
100.72,169.9,54.44,31.16,6.8,41,2012-04-18,Phoenix
196.06,126.14,63.35,43.82,9.7,29,2012-04-19,Phoenix
133.5,189.04,27.52,2.82,3.24,165,2012-04-20,Phoenix
112.15,32.35,98.84,48.68,1.41,411,2012-04-21,Phoenix
67.85,46.71,78.31,18.49,8.06,437,2012-04-22,Phoenix
16.17,164.65,23.29,18.03,2.98,377,2012-04-23,Phoenix
131.22,87.39,17.16,9.94,1.56,407,2012-04-24,Phoenix
99.41,105.31,58.99,27.2,7.75,289,2012-04-25,Phoenix
21.98,37.52,26.73,20.33,1.2,174,2012-04-26,Phoenix
28.7,87.83,87.25,31.91,1.81,294,2012-04-27,Phoenix
32.5,55.57,5.12,43.69,6.14,328,2012-04-28,Phoenix
79.37,279.54,88.43,19.43,8.32,410,2012-04-29,Phoenix
38.29,274.14,12.93,2.71,9.65,340,2012-04-30,Phoenix
109.92,260.47,64.61,32.74,7.81,282,2012-05-01,Phoenix
177.93,65.84,16.11,26.1,6.05,383,2012-05-02,Phoenix
162.2,298.9,69.15,8.87,8.37,103,2012-05-03,Phoenix
140.55,232.07,35.46,28.39,9.25,103,2012-05-04,Phoenix
30.69,177.53,8.33,13.0,8.03,54,2012-05-05,Phoenix
149.83,59.47,57.65,22.55,0.32,88,2012-05-06,Phoenix
47.08,246.93,96.62,27.34,7.7,51,2012-05-07,Phoenix
124.85,275.55,64.52,39.2,6.12,156,2012-05-08,Phoenix
125.73,142.75,8.83,17.53,7.72,68,2012-05-09,Phoenix
110.73,173.64,62.04,9.09,7.44,133,2012-05-10,Phoenix
116.88,71.8,49.95,21.94,1.05,255,2012-05-11,Phoenix
130.83,56.11,56.42,43.6,9.43,468,2012-05-12,Phoenix
136.09,260.03,6.4,10.92,4.06,341,2012-05-13,Phoenix
27.16,140.9,87.43,33.68,6.95,366,2012-05-14,Phoenix
158.53,131.32,45.6,47.23,1.12,173,2012-05-15,Phoenix
37.97,273.24,76.11,28.42,6.06,53,2012-05-16,Phoenix
68.81,215.34,86.35,8.11,3.94,100,2012-05-17,Phoenix
71.47,194.6,35.86,22.14,5.49,393,2012-05-18,Phoenix
61.83,279.58,71.83,11.56,3.97,129,2012-05-19,Phoenix
62.0,291.52,37.23,28.36,6.96,456,2012-05-20,Phoenix
119.06,78.31,94.39,19.45,8.77,472,2012-05-21,Phoenix
116.57,23.84,81.53,5.18,0.73,467,2012-05-22,Phoenix
76.27,259.2,82.85,37.06,2.06,67,2012-05-23,Phoenix
73.69,258.47,50.53,38.73,9.42,254,2012-05-24,Phoenix
29.69,196.5,16.09,23.84,9.14,302,2012-05-25,Phoenix
135.42,206.38,91.91,10.99,1.02,175,2012-05-26,Phoenix
169.7,64.85,97.79,28.82,4.54,275,2012-05-27,Phoenix
99.62,104.57,48.87,15.31,5.14,319,2012-05-28,Phoenix
179.51,243.15,64.95,10.32,6.01,248,2012-05-29,Phoenix
95.67,135.66,75.21,39.09,1.44,470,2012-05-30,Phoenix
140.53,68.27,45.23,44.55,6.91,37,2012-05-31,Phoenix
101.54,146.61,60.73,30.62,9.12,367,2012-06-01,Phoenix
133.76,116.35,31.62,48.31,1.88,472,2012-06-02,Phoenix
195.91,93.91,96.55,17.2,1.2,432,2012-06-03,Phoenix
131.89,248.66,79.62,9.93,5.65,497,2012-06-04,Phoenix
52.03,162.09,39.09,25.26,2.63,280,2012-06-05,Phoenix
52.51,181.61,70.26,37.58,0.39,231,2012-06-06,Phoenix
84.35,75.18,65.83,25.78,7.06,350,2012-06-07,Phoenix
13.6,90.08,78.38,42.48,7.47,347,2012-06-08,Phoenix
109.69,243.72,21.21,38.16,8.81,476,2012-06-09,Phoenix
110.03,112.22,77.33,6.85,1.79,15,2012-06-10,Phoenix
197.35,32.51,6.98,15.37,0.2,326,2012-06-11,Phoenix
48.2,253.39,79.68,46.1,7.48,163,2012-06-12,Phoenix
122.93,290.24,34.3,27.69,3.66,156,2012-06-13,Phoenix
99.8,78.78,19.32,14.22,8.23,335,2012-06-14,Phoenix
149.19,229.03,67.98,31.78,7.5,264,2012-06-15,Phoenix
81.27,172.52,76.9,41.24,9.4,285,2012-06-16,Phoenix
31.12,209.52,83.29,2.69,6.93,18,2012-06-17,Phoenix
19.14,93.7,20.64,45.59,0.84,90,2012-06-18,Phoenix
133.81,99.87,95.65,21.36,3.23,270,2012-06-19,Phoenix
182.97,219.39,99.91,15.8,8.79,198,2012-06-20,Phoenix
172.94,108.47,9.89,13.63,9.9,439,2012-06-21,Phoenix
15.05,166.75,51.57,30.19,8.77,131,2012-06-22,Phoenix
54.27,147.9,11.9,10.04,7.92,479,2012-06-23,Phoenix
149.37,295.42,73.96,17.8,6.1,441,2012-06-24,Phoenix
44.01,49.97,80.93,40.52,0.8,383,2012-06-25,Phoenix
155.33,27.93,58.72,16.3,5.68,403,2012-06-26,Phoenix
177.18,174.56,21.37,8.39,3.07,16,2012-06-27,Phoenix
112.52,125.41,55.82,48.19,7.86,160,2012-06-28,Phoenix
84.28,273.57,58.49,25.85,8.82,28,2012-06-29,Phoenix
155.85,228.34,29.81,42.17,3.0,396,2012-06-30,Phoenix
140.13,250.79,85.61,4.48,2.93,116,2012-07-01,Phoenix
32.85,218.49,68.23,40.85,9.78,131,2012-07-02,Phoenix
152.76,86.42,82.45,40.03,0.26,133,2012-07-03,Phoenix
107.36,286.44,26.78,21.69,4.82,477,2012-07-04,Phoenix
186.77,90.62,38.16,32.36,1.38,479,2012-07-05,Phoenix
110.15,234.11,30.39,5.55,9.78,146,2012-07-06,Phoenix
107.18,179.55,14.2,20.97,5.22,85,2012-07-07,Phoenix
162.23,125.26,27.55,16.71,5.75,399,2012-07-08,Phoenix
100.33,188.92,22.25,35.42,5.86,49,2012-07-09,Phoenix
74.32,125.5,36.65,38.33,5.42,131,2012-07-10,Phoenix
60.18,86.73,41.49,4.66,6.21,119,2012-07-11,Phoenix
194.12,198.87,14.81,34.21,9.99,265,2012-07-12,Phoenix
64.47,79.87,54.86,45.05,1.17,442,2012-07-13,Phoenix
30.94,148.21,97.24,24.54,7.55,75,2012-07-14,Phoenix
163.33,82.31,31.29,44.61,1.08,9,2012-07-15,Phoenix
185.81,271.15,67.3,3.45,3.65,406,2012-07-16,Phoenix
33.07,114.95,79.47,46.8,4.16,320,2012-07-17,Phoenix
104.56,44.31,14.91,28.69,8.26,456,2012-07-18,Phoenix
194.86,123.12,15.09,46.1,6.76,63,2012-07-19,Phoenix
107.98,145.28,31.32,28.93,1.5,303,2012-07-20,Phoenix
108.63,126.34,24.3,45.35,9.09,85,2012-07-21,Phoenix
59.27,267.01,9.48,37.45,5.71,371,2012-07-22,Phoenix
124.41,125.6,18.6,9.75,8.54,238,2012-07-23,Phoenix
89.32,180.06,73.64,2.01,9.95,405,2012-07-24,Phoenix
128.8,55.66,81.3,3.33,6.21,328,2012-07-25,Phoenix
164.45,166.05,79.68,26.7,8.03,4,2012-07-26,Phoenix
76.07,119.7,67.19,44.28,8.61,466,2012-07-27,Phoenix
29.23,227.16,93.84,26.28,7.12,408,2012-07-28,Phoenix
136.28,197.59,56.18,49.81,3.77,285,2012-07-29,Phoenix
10.28,293.07,73.19,43.78,9.42,140,2012-07-30,Phoenix
29.47,226.2,19.16,21.16,4.04,16,2012-07-31,Phoenix
130.1,274.6,52.4,6.83,2.5,392,2012-08-01,Phoenix
107.97,115.65,13.97,39.28,7.13,12,2012-08-02,Phoenix
81.52,179.15,85.63,3.55,1.99,272,2012-08-03,Phoenix
142.73,185.76,80.46,8.09,6.79,161,2012-08-04,Phoenix
164.33,215.02,8.58,14.62,0.7,493,2012-08-05,Phoenix
175.75,291.29,9.67,33.95,8.71,25,2012-08-06,Phoenix
69.84,122.46,27.6,48.29,2.78,93,2012-08-07,Phoenix
85.13,280.85,16.63,21.08,3.89,449,2012-08-08,Phoenix
110.8,212.06,95.07,48.31,8.23,358,2012-08-09,Phoenix
93.95,57.42,71.16,14.29,4.83,47,2012-08-10,Phoenix
124.44,82.86,87.66,4.29,4.15,199,2012-08-11,Phoenix
52.1,88.66,91.95,2.65,7.42,425,2012-08-12,Phoenix
65.15,93.98,35.23,38.76,8.35,259,2012-08-13,Phoenix
17.38,138.87,53.93,32.41,6.47,161,2012-08-14,Phoenix
106.14,47.97,94.05,33.43,7.49,22,2012-08-15,Phoenix
197.51,72.85,45.42,20.08,4.92,404,2012-08-16,Phoenix
193.42,92.83,46.83,30.71,7.06,384,2012-08-17,Phoenix
128.23,148.23,76.86,24.95,2.24,388,2012-08-18,Phoenix
110.24,175.58,38.95,3.88,0.38,361,2012-08-19,Phoenix
36.42,125.86,38.66,19.53,9.43,100,2012-08-20,Phoenix
59.54,285.34,66.55,23.08,4.57,315,2012-08-21,Phoenix
11.77,90.71,18.55,45.57,5.26,202,2012-08-22,Phoenix
185.3,113.01,55.37,48.71,5.25,289,2012-08-23,Phoenix
46.92,87.2,7.5,3.19,9.96,457,2012-08-24,Phoenix
52.43,263.26,63.9,32.26,7.4,423,2012-08-25,Phoenix
133.41,120.11,38.38,48.07,7.07,393,2012-08-26,Phoenix
24.26,37.45,89.89,43.26,3.11,310,2012-08-27,Phoenix
135.89,38.64,34.72,23.9,8.11,268,2012-08-28,Phoenix
137.84,124.92,6.13,38.34,4.33,58,2012-08-29,Phoenix
162.82,285.03,9.58,7.44,5.73,249,2012-08-30,Phoenix
29.6,150.07,17.83,20.6,7.82,60,2012-08-31,Phoenix
140.4,21.84,50.28,17.02,2.65,52,2012-09-01,Phoenix
194.79,216.99,54.56,23.85,0.16,166,2012-09-02,Phoenix
41.41,241.56,6.34,35.5,7.69,29,2012-09-03,Phoenix
188.42,23.25,19.92,19.31,6.0,223,2012-09-04,Phoenix
157.02,23.19,88.89,19.58,9.64,392,2012-09-05,Phoenix
77.21,35.03,40.18,15.14,1.74,269,2012-09-06,Phoenix
53.9,138.08,66.8,22.25,8.54,174,2012-09-07,Phoenix
157.03,203.67,86.98,2.2,2.67,256,2012-09-08,Phoenix
145.44,189.37,40.39,42.49,4.45,51,2012-09-09,Phoenix
17.59,108.48,80.49,16.03,0.71,223,2012-09-10,Phoenix
29.74,192.48,55.17,25.88,3.25,283,2012-09-11,Phoenix
96.96,139.63,91.33,5.19,2.96,12,2012-09-12,Phoenix
106.57,142.93,73.99,3.15,0.85,441,2012-09-13,Phoenix
91.04,186.16,59.18,45.97,1.7,425,2012-09-14,Phoenix
18.79,29.23,93.29,20.8,0.21,43,2012-09-15,Phoenix
19.54,217.98,35.2,31.68,3.68,318,2012-09-16,Phoenix
13.33,234.63,23.52,14.36,3.21,281,2012-09-17,Phoenix
28.99,264.32,92.47,3.17,2.65,71,2012-09-18,Phoenix
122.7,51.0,78.81,49.83,2.76,386,2012-09-19,Phoenix
174.06,190.45,87.77,46.27,7.69,302,2012-09-20,Phoenix
175.57,112.17,59.79,41.75,5.11,289,2012-09-21,Phoenix
13.48,84.09,60.71,25.87,3.05,0,2012-09-22,Phoenix
74.88,69.44,99.53,42.5,8.77,227,2012-09-23,Phoenix
57.85,114.38,24.1,32.9,5.63,38,2012-09-24,Phoenix
194.98,214.52,82.18,29.81,4.08,393,2012-09-25,Phoenix
190.0,148.02,25.37,24.28,1.48,138,2012-09-26,Phoenix
94.98,193.81,33.92,43.6,7.59,274,2012-09-27,Phoenix
70.16,85.5,60.59,44.24,5.8,408,2012-09-28,Phoenix
106.2,57.68,92.43,32.99,6.86,418,2012-09-29,Phoenix
136.91,219.69,64.0,35.6,4.81,451,2012-09-30,Phoenix
187.3,62.01,52.88,44.24,3.18,94,2012-10-01,Phoenix
166.75,21.75,47.49,38.39,9.22,392,2012-10-02,Phoenix
73.33,175.84,67.17,3.49,9.6,302,2012-10-03,Phoenix
82.85,40.04,27.59,4.29,6.44,183,2012-10-04,Phoenix
135.51,281.94,33.48,12.57,2.15,412,2012-10-05,Phoenix
88.35,72.95,60.25,3.69,9.18,214,2012-10-06,Phoenix
139.2,88.97,71.66,12.55,5.9,162,2012-10-07,Phoenix
76.96,117.18,59.95,20.49,5.99,41,2012-10-08,Phoenix
152.72,130.61,9.31,32.88,7.5,492,2012-10-09,Phoenix
72.37,142.69,62.26,15.29,1.64,87,2012-10-10,Phoenix
146.64,100.79,38.72,37.96,7.14,49,2012-10-11,Phoenix
48.65,57.14,32.98,4.37,3.03,313,2012-10-12,Phoenix
105.12,95.02,86.46,16.61,9.79,11,2012-10-13,Phoenix
44.75,191.69,68.33,38.02,1.28,308,2012-10-14,Phoenix
127.63,273.46,88.84,2.62,3.22,375,2012-10-15,Phoenix
180.12,211.24,18.81,27.28,1.09,356,2012-10-16,Phoenix
180.55,83.42,43.23,10.45,8.39,408,2012-10-17,Phoenix
23.19,193.61,51.45,10.14,3.61,389,2012-10-18,Phoenix
149.43,100.72,50.33,16.09,0.31,433,2012-10-19,Phoenix
67.5,125.17,82.97,35.42,7.97,375,2012-10-20,Phoenix
68.01,193.27,59.58,5.29,5.21,375,2012-10-21,Phoenix
164.41,155.78,70.67,23.09,7.33,463,2012-10-22,Phoenix
65.21,182.02,46.84,14.74,8.01,160,2012-10-23,Phoenix
64.39,152.56,68.8,33.26,0.79,352,2012-10-24,Phoenix
165.97,144.37,27.34,13.65,7.86,72,2012-10-25,Phoenix
27.89,173.52,39.12,35.85,1.68,78,2012-10-26,Phoenix
54.14,52.7,30.67,34.36,8.73,232,2012-10-27,Phoenix
100.67,63.83,36.13,23.22,6.05,116,2012-10-28,Phoenix
153.23,251.36,12.3,3.53,7.98,272,2012-10-29,Phoenix
91.42,27.8,57.97,31.83,8.5,382,2012-10-30,Phoenix
94.0,85.97,80.64,32.06,7.42,304,2012-10-31,Phoenix
11.38,87.95,56.11,17.33,3.4,166,2012-11-01,Phoenix
160.43,173.27,17.53,26.5,9.61,94,2012-11-02,Phoenix
144.85,115.45,66.89,39.48,5.66,44,2012-11-03,Phoenix
30.67,105.07,59.5,24.06,7.1,244,2012-11-04,Phoenix
93.32,172.74,11.45,22.82,8.7,386,2012-11-05,Phoenix
120.61,255.82,53.98,49.94,8.57,247,2012-11-06,Phoenix
60.41,263.69,26.06,9.96,4.91,412,2012-11-07,Phoenix
95.4,94.19,73.78,32.35,6.01,237,2012-11-08,Phoenix
